Bankleitzahl;Merkmal;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC;PrÅfziffer-berechnungs-methode;Datensatz-nummer;énderungs-kennzeichen;Bankleitzahl-lîschung;Nachfolge-Bankleitzahl
61361722;2;Raiffeisenbank Rosenstein;73572;Heuchlingen;Raiffeisenbank Rosenstein;66113;;10;020805;U;0;00000000
61361722;2;Raiffeisenbank Rosenstein;73563;Mîgglingen;Raiffeisenbank Rosenstein;66113;;10;020907;U;0;00000000
61361722;2;Raiffeisenbank Rosenstein;73560;Bîbingen an der Rems;Raiffeisenbank Rosenstein;66113;;10;020954;U;0;00000000
61361722;2;Raiffeisenbank Rosenstein (Gf P2);73534;Heubach;Raiffeisenbank Rosenstein;76113;;10;054352;U;0;00000000
61361975;1;Raiffeisenbank Mutlangen;73557;Mutlangen;Raiffeisenbank Mutlangen;66140;GENODES1RML;10;020923;U;0;00000000
61361975;2;Raiffeisenbank Mutlangen;73577;Ruppertshofen;Raiffeisenbank Mutlangen;66140;;10;021029;U;0;00000000
61361975;2;Raiffeisenbank Mutlangen;73565;Spraitbach;Raiffeisenbank Mutlangen;66140;;10;021071;U;0;00000000
61361975;2;Raiffeisenbank Mutlangen;73527;TÑferrot;Raiffeisenbank Mutlangen;66140;;10;021100;U;0;00000000
61361975;2;Raiffeisenbank Mutlangen;73569;Eschach;Raiffeisenbank Mutlangen;66140;;10;051182;U;0;00000000
61361975;2;Raiffeisenbank Mutlangen;73568;Durlangen;Raiffeisenbank Mutlangen;66140;;10;051183;U;0;00000000
61361975;2;Raiffeisenbank Mutlangen;74415;Gschwend;Raiffeisenbank Mutlangen;66140;;10;051184;U;0;00000000
61361975;2;Raiffeisenbank Mutlangen (Gf P2);73557;Mutlangen;Raiffeisenbank Mutlangen;76140;;10;054353;U;0;00000000
61361975;2;Raiffeisenbank Mutlangen Ndl Gro·deinbach;73527;SchwÑbisch GmÅnd;Raiffeisenbank Mutlangen;66140;;10;020771;U;0;00000000
61370024;1;Deutsche Bank Privat und GeschÑftskunden;73502;SchwÑbisch GmÅnd;Deutsche Bank PGK SchwÑb Gm;21254;DEUTDEDB613;63;050223;U;0;00000000
61370024;2;Deutsche Bank Privat und GeschÑftskunden;73402;Aalen;Deutsche Bank PGK Aalen;21254;DEUTDEDB614;63;050216;U;0;00000000
61370024;2;Deutsche Bank Privat und GeschÑftskunden;74551;Crailsheim;Deutsche Bank PGK Crailshei;21254;DEUTDEDB637;63;050217;U;0;00000000
61370024;2;Deutsche Bank Privat und GeschÑftskunden;73471;Ellwangen (Jagst);Deutsche Bank PGK Ellwangen;21254;DEUTDEDB638;63;050218;U;0;00000000
61370024;2;Deutsche Bank Privat und GeschÑftskunden;89526;Giengen an der Brenz;Deutsche Bank PGK Giengen;21254;DEUTDEDB639;63;050219;U;0;00000000
61370024;2;Deutsche Bank Privat und GeschÑftskunden;89502;Heidenheim an der Brenz;Deutsche Bank PGK Heidenhei;21254;DEUTDEDB615;63;050220;U;0;00000000
61370024;2;Deutsche Bank Privat und GeschÑftskunden;86711;Nîrdlingen;Deutsche Bank PGK Nîrdlinge;21254;DEUTDEDB633;63;050221;U;0;00000000
61370024;2;Deutsche Bank Privat und GeschÑftskunden;73602;Schorndorf;Deutsche Bank PGK Schorndor;21254;DEUTDEDB616;63;050222;U;0;00000000
61370086;1;Deutsche Bank;73502;SchwÑbisch GmÅnd;Deutsche Bank SchwÑb GmÅnd;27254;DEUTDESS613;63;006883;U;0;00000000
61370086;2;Deutsche Bank;89526;Giengen an der Brenz;Deutsche Bank Giengen Brenz;27254;DEUTDESS639;63;004871;U;0;00000000
61370086;2;Deutsche Bank;73471;Ellwangen (Jagst);Deutsche Bank Ellwangen Jag;27254;DEUTDESS638;63;004971;U;0;00000000
61370086;2;Deutsche Bank;73402;Aalen;Deutsche Bank Aalen WÅrtt;27254;DEUTDESS614;63;005012;U;0;00000000
61370086;2;Deutsche Bank;89502;Heidenheim an der Brenz;Deutsche Bank Heidenheim Br;27254;DEUTDESS615;63;005778;U;0;00000000
61370086;2;Deutsche Bank;73602;Schorndorf;Deutsche Bank Schorndorf Wu;27254;DEUTDESS616;63;006885;U;0;00000000
61370086;2;Deutsche Bank;74551;Crailsheim;Deutsche Bank Crailsheim;27254;DEUTDESS637;63;031067;U;0;00000000
61370086;2;Deutsche Bank;86711;Nîrdlingen;Deutsche Bank Nîrdlingen;27254;DEUTDESS633;63;038388;U;0;00000000
61390140;1;Volksbank SchwÑbisch GmÅnd -alt-;73525;SchwÑbisch GmÅnd;VB SchwÑbisch GmÅnd -alt-;96036;GENODES1VGD;10;022682;M;0;00000000
61390140;2;Volksbank SchwÑbisch GmÅnd;73574;Iggingen;Volksbank SchwÑbisch GmÅnd;96036;;10;020841;D;0;00000000
61390140;2;Volksbank SchwÑbisch GmÅnd;73579;Schechingen;Volksbank SchwÑbisch GmÅnd;96036;;10;021037;D;0;00000000
61390140;2;Volksbank SchwÑbisch GmÅnd;73550;Waldstetten;Volksbank SchwÑbisch GmÅnd;96036;;10;021138;D;0;00000000
61390140;2;Volksbank SchwÑbisch GmÅnd;73547;Lorch;Volksbank SchwÑbisch GmÅnd;96036;;10;051177;D;0;00000000
61390140;2;Volksbank SchwÑbisch GmÅnd;73575;Leinzell;Volksbank SchwÑbisch GmÅnd;96036;;10;051178;D;0;00000000
61390140;2;Volksbank SchwÑbisch GmÅnd (Gf P2);73525;SchwÑbisch GmÅnd;Volksbank SchwÑbisch GmÅnd;86036;;10;054354;U;0;00000000
61391410;1;Volksbank Welzheim;73638;Welzheim;Volksbank Welzheim;96113;GENODES1WEL;10;022383;U;0;00000000
61391410;2;Volksbank Welzheim;73553;Alfdorf;Volksbank Welzheim;96113;;10;020604;U;0;00000000
61391410;2;Volksbank Welzheim;71573;Allmersbach im Tal;Volksbank Welzheim;96113;;10;056606;U;0;00000000
61391410;2;Volksbank Welzheim;71554;Weissach im Tal;Volksbank Welzheim;96113;;10;056607;U;0;00000000
61391410;2;Volksbank Welzheim (Gf P2);73638;Welzheim;Volksbank Welzheim;86113;;10;054355;U;0;00000000
61420086;1;UniCredit Bank - HypoVereinsbank;73401;Aalen;UniCredit Bank-HypoVereinbk;22001;HYVEDEMM272;99;044221;U;0;00000000
61440086;1;Commerzbank;73401;Aalen;Commerzbank Aalen WÅrtt;24631;COBADEFFXXX;13;005107;U;0;00000000
61450050;1;Kreissparkasse Ostalb;73427;Aalen;Kreissparkasse Ostalb;56024;OASPDE6AXXX;01;003540;U;0;00000000
61450050;2;Kreissparkasse Ostalb;74417;Gschwend;Kreissparkasse Ostalb;56024;;01;002349;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73557;Mutlangen;Kreissparkasse Ostalb;56024;;01;003319;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73563;Mîgglingen;Kreissparkasse Ostalb;56024;;01;003326;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73547;Lorch;Kreissparkasse Ostalb;56024;;01;003339;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73575;Leinzell;Kreissparkasse Ostalb;56024;;01;003346;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73466;Lauchheim;Kreissparkasse Ostalb;56024;;01;003350;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73467;Kirchheim am Ries;Kreissparkasse Ostalb;56024;;01;003364;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73489;Jagstzell;Kreissparkasse Ostalb;56024;;01;003370;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73574;Iggingen;Kreissparkasse Ostalb;56024;;01;003371;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73460;HÅttlingen;Kreissparkasse Ostalb;56024;;01;003375;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73540;Heubach;Kreissparkasse Ostalb;56024;;01;003401;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73572;Heuchlingen;Kreissparkasse Ostalb;56024;;01;003402;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73457;Essingen;Kreissparkasse Ostalb;56024;;01;003442;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73569;Eschach;Kreissparkasse Ostalb;56024;;01;003443;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73479;Ellwangen (Jagst);Kreissparkasse Ostalb;56024;;01;003451;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73568;Durlangen;Kreissparkasse Ostalb;56024;;01;003460;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73492;Rainau;Kreissparkasse Ostalb;56024;;01;003471;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73441;Bopfingen;Kreissparkasse Ostalb;56024;;01;003480;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73560;Bîbingen an der Rems;Kreissparkasse Ostalb;56024;;01;003484;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73566;BartholomÑ;Kreissparkasse Ostalb;56024;;01;003515;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73486;Adelmannsfelden;Kreissparkasse Ostalb;56024;;01;003538;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73453;AbtsgmÅnd;Kreissparkasse Ostalb;56024;;01;003539;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73491;Neuler;Kreissparkasse Ostalb;56024;;01;003543;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73450;Neresheim;Kreissparkasse Ostalb;56024;;01;003553;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73485;Unterschneidheim;Kreissparkasse Ostalb;56024;;01;003569;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73497;Tannhausen;Kreissparkasse Ostalb;56024;;01;003582;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73495;Stîdtlen;Kreissparkasse Ostalb;56024;;01;003590;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73565;Spraitbach;Kreissparkasse Ostalb;56024;;01;003597;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73525;SchwÑbisch GmÅnd;Kreissparkasse Ostalb;56024;;01;003608;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73579;Schechingen;Kreissparkasse Ostalb;56024;;01;003618;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73577;Ruppertshofen;Kreissparkasse Ostalb;56024;;01;003621;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73494;Rosenberg;Kreissparkasse Ostalb;56024;;01;003625;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73469;RiesbÅrg;Kreissparkasse Ostalb;56024;;01;003644;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73447;Oberkochen;Kreissparkasse Ostalb;56024;;01;003668;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73550;Waldstetten;Kreissparkasse Ostalb;56024;;01;003694;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73499;Wîrt;Kreissparkasse Ostalb;56024;;01;003713;U;0;00000000
61450050;2;Kreissparkasse Ostalb;73463;Westhausen;Kreissparkasse Ostalb;56024;;01;003721;U;0;00000000
61480001;1;Commerzbank vormals Dresdner Bank;73402;Aalen;Commerzbank Aalen WÅrtt;28614;DRESDEFF614;76;005344;U;0;00000000
61490150;1;VR-Bank Ostalb;73407;Aalen;VR-Bank Ostalb;96039;GENODES1AAV;10;021494;M;0;00000000
61490150;2;VR-Bank Ostalb;73457;Essingen;VR-Bank Ostalb;96039;;10;021479;M;0;00000000
61490150;2;VR-Bank Ostalb;73441;Bopfingen;VR-Bank Ostalb;96039;;10;021668;M;0;00000000
61490150;2;VR-Bank Ostalb;73450;Neresheim;VR-Bank Ostalb;96039;;10;021871;M;0;00000000
61490150;2;VR-Bank Ostalb;73447;Oberkochen;VR-Bank Ostalb;96039;;10;021934;M;0;00000000
61490150;2;VR-Bank Ostalb;73460;HÅttlingen;VR-Bank Ostalb;96039;;10;022143;M;0;00000000
61490150;2;VR-Bank Ostalb;73453;AbtsgmÅnd;VR-Bank Ostalb;96039;;10;042545;M;0;00000000
61490150;2;VR-Bank Ostalb;73466;Lauchheim;VR-Bank Ostalb;96039;;10;056017;M;0;00000000
61490150;2;VR-Bank Ostalb;73525;SchwÑbisch GmÅnd;VR-Bank Ostalb;96039;;10;056928;A;0;00000000
61490150;2;VR-Bank Ostalb;73575;Leinzell;VR-Bank Ostalb;96039;;10;056929;A;0;00000000
61490150;2;VR-Bank Ostalb;73547;Lorch;VR-Bank Ostalb;96039;;10;056930;A;0;00000000
61490150;2;VR-Bank Ostalb;73574;Iggingen;VR-Bank Ostalb;96039;;10;056931;A;0;00000000
61490150;2;VR-Bank Ostalb;73579;Schechingen;VR-Bank Ostalb;96039;;10;056932;A;0;00000000
61490150;2;VR-Bank Ostalb;73550;Waldstetten;VR-Bank Ostalb;96039;;10;056933;A;0;00000000
61490150;2;VR-Bank Ostalb (Gf P2);73407;Aalen;VR-Bank Ostalb;86039;;10;054356;M;0;00000000
61491010;1;VR-Bank Ellwangen;73471;Ellwangen (Jagst);VR-Bank Ellwangen;96060;GENODES1ELL;10;021443;U;0;00000000
61491010;2;VR-Bank Ellwangen;73488;Ellenberg;VR-Bank Ellwangen;96060;;10;020716;U;0;00000000
61491010;2;VR-Bank Ellwangen;73494;Rosenberg;VR-Bank Ellwangen;96060;;10;021023;U;0;00000000
61491010;2;VR-Bank Ellwangen;73492;Rainau;VR-Bank Ellwangen;96060;;10;021053;U;0;00000000
61491010;2;VR-Bank Ellwangen;73489;Jagstzell;VR-Bank Ellwangen;96060;;10;022165;U;0;00000000
61491010;2;VR-Bank Ellwangen;73497;Tannhausen;VR-Bank Ellwangen;96060;;10;051939;U;0;00000000
61491010;2;VR-Bank Ellwangen;73486;Adelmannsfelden;VR-Bank Ellwangen;96060;;10;051940;U;0;00000000
61491010;2;VR-Bank Ellwangen;73491;Neuler;VR-Bank Ellwangen;96060;;10;051941;U;0;00000000
61491010;2;VR-Bank Ellwangen (Gf P2);73471;Ellwangen (Jagst);VR-Bank Ellwangen;86060;;10;054357;U;0;00000000
62020000;1;Hoerner-Bank;74072;Heilbronn;Hoerner-Bank Heilbronn;25275;HOEBDE61XXX;16;011073;U;0;00000000
62020100;1;FCA Bank Deutschland;74066;Heilbronn;FCA Bank Heilbronn Neckar;;FBHNDE61XXX;09;044491;U;0;00000000
62040060;1;Commerzbank;74004;Heilbronn;Commerzbank Heilbronn;24604;COBADEFFXXX;13;010221;U;0;00000000
62040060;2;Commerzbank;74148;Neckarsulm;Commerzbank Neckarsulm;24604;;13;056098;U;0;00000000
62050000;1;Kreissparkasse Heilbronn;74014;Heilbronn;Kr Spk Heilbronn;56026;HEISDE66XXX;01;001559;U;0;00000000
62050000;2;Kreissparkasse Heilbronn;74182;Obersulm;Kr Spk Heilbronn;56026;;01;001469;U;0;00000000
62050000;2;Kreissparkasse Heilbronn;74206;Bad Wimpfen;Kr Spk Heilbronn;56026;;01;001502;U;0;00000000
62050000;2;Kreissparkasse Heilbronn;75050;Gemmingen;Kr Spk Heilbronn;56026;;01;055005;U;0;00000000
62061991;1;Volksbank Sulmtal;74182;Obersulm;Volksbank Sulmtal;66693;GENODES1VOS;10;018981;U;0;00000000
62061991;2;Volksbank Sulmtal;74245;Lîwenstein;Volksbank Sulmtal;66693;;10;019014;U;0;00000000
62061991;2;Volksbank Sulmtal;74189;Weinsberg;Volksbank Sulmtal;66693;;10;050937;U;0;00000000
62061991;2;Volksbank Sulmtal;74248;Ellhofen;Volksbank Sulmtal;66693;;10;050938;U;0;00000000
62061991;2;Volksbank Sulmtal;74246;Eberstadt;Volksbank Sulmtal;66693;;10;050939;U;0;00000000
62061991;2;Volksbank Sulmtal;74251;Lehrensteinsfeld;Volksbank Sulmtal;66693;;10;050940;U;0;00000000
62061991;2;Volksbank Sulmtal (Gf P2);74182;Obersulm;Volksbank Sulmtal;76693;;10;054358;U;0;00000000
62062215;1;Volksbank Beilstein-Ilsfeld-Abstatt;71715;Beilstein;VB Beilstein-Ilsfeld-Abstat;66152;GENODES1BIA;10;018478;U;0;00000000
62062215;2;Volksbank Beilstein-Ilsfeld-Abstatt;74232;Abstatt;VB Beilstein-Ilsfeld-Abstat;66152;;10;018528;U;0;00000000
62062215;2;Volksbank Beilstein-Ilsfeld-Abstatt;74199;Untergruppenbach;VB Beilstein-Ilsfeld-Abstat;66152;;10;018919;U;0;00000000
62062215;2;Volksbank Beilstein-Ilsfeld-Abstatt;74358;Ilsfeld;VB Beilstein-Ilsfeld-Abstat;66152;;10;019036;U;0;00000000
62062215;2;Volksbank Beilstein-Ilsfeld-Abstatt (Gf P2);71715;Beilstein;VB Beilstein-Ilsfeld-Abstat;76152;;10;054359;U;0;00000000
62062215;2;Volksbank Beilstein-Ilsfeld-Abstatt Zw Gronau;71720;Oberstenfeld;VB Beilstein-Ilsfeld-Abstat;66152;;10;018669;U;0;00000000
62062643;1;Volksbank Flein-Talheim;74223;Flein;Volksbank Flein-Talheim;66202;GENODES1VFT;10;018634;U;0;00000000
62062643;2;Volksbank Flein-Talheim;74388;Talheim;Volksbank Flein-Talheim;66202;;10;018903;U;0;00000000
62062643;2;Volksbank Flein-Talheim;74081;Heilbronn;Volksbank Flein-Talheim;66202;;10;019023;U;0;00000000
62062643;2;Volksbank Flein-Talheim (Gf P2);74223;Flein;Volksbank Flein-Talheim;76202;;10;054360;U;0;00000000
62063263;1;VBU Volksbank im Unterland;74336;Brackenheim;VBU Volksbank im Unterland;66230;GENODES1VLS;10;018887;U;0;00000000
62063263;2;VBU Volksbank im Unterland;74211;Leingarten;VBU Volksbank im Unterland;66230;;10;018671;U;0;00000000
62063263;2;VBU Volksbank im Unterland;74226;Nordheim;VBU Volksbank im Unterland;66230;;10;018743;U;0;00000000
62063263;2;VBU Volksbank im Unterland;74252;Massenbachhausen;VBU Volksbank im Unterland;66230;;10;018752;U;0;00000000
62063263;2;VBU Volksbank im Unterland;74348;Lauffen am Neckar;VBU Volksbank im Unterland;66230;;10;019071;U;0;00000000
62063263;2;VBU Volksbank im Unterland;74380;Neckarwestheim;VBU Volksbank im Unterland;66230;;10;052011;U;0;00000000
62063263;2;VBU Volksbank im Unterland;74193;Schwaigern;VBU Volksbank im Unterland;66230;;10;056725;U;0;00000000
62063263;2;VBU Volksbank im Unterland;74389;Cleebronn;VBU Volksbank im Unterland;66230;;10;056726;U;0;00000000
62063263;2;VBU Volksbank im Unterland;74363;GÅglingen;VBU Volksbank im Unterland;66230;;10;056727;U;0;00000000
62063263;2;VBU Volksbank im Unterland;74397;Pfaffenhofen;VBU Volksbank im Unterland;66230;;10;056728;U;0;00000000
62063263;2;VBU Volksbank im Unterland;74374;Zaberfeld;VBU Volksbank im Unterland;66230;;10;056729;U;0;00000000
62063263;2;VBU Volksbank im Unterland (Gf P2);74336;Brackenheim;VBU Volksbank im Unterland;76230;;10;054361;U;0;00000000
62070024;1;Deutsche Bank Privat und GeschÑftskunden;74005;Heilbronn;Deutsche Bank PGK Heilbronn;21249;DEUTDEDB620;63;050224;U;0;00000000
62070024;2;Deutsche Bank Privat und GeschÑftskunden;74641;KÅnzelsau;Deutsche Bank PGK KÅnzelsau;21249;DEUTDEDB628;63;050225;U;0;00000000
62070024;2;Deutsche Bank Privat und GeschÑftskunden;74148;Neckarsulm;Deutsche Bank PGK Neckarsul;21249;DEUTDEDB621;63;050226;U;0;00000000
62070024;2;Deutsche Bank Privat und GeschÑftskunden;74602;ôhringen;Deutsche Bank PGK ôhringen;21249;DEUTDEDB629;63;050227;U;0;00000000
62070024;2;Deutsche Bank Privat und GeschÑftskunden;74501;SchwÑbisch Hall;Deutsche Bank PGK SchwÑb Ha;21249;DEUTDEDB622;63;050228;U;0;00000000
62070081;1;Deutsche Bank;74005;Heilbronn;Deutsche Bank Heilbronn;27249;DEUTDESS620;63;005777;U;0;00000000
62070081;2;Deutsche Bank;74148;Neckarsulm;Deutsche Bank Neckarsulm;27249;DEUTDESS621;63;005701;U;0;00000000
62070081;2;Deutsche Bank;74602;ôhringen;Deutsche Bank ôhringen;27249;DEUTDESS629;63;033345;U;0;00000000
62070081;2;Deutsche Bank;74501;SchwÑbisch Hall;Deutsche Bank SchwÑbisch H;27249;DEUTDESS622;63;035633;U;0;00000000
62070081;2;Deutsche Bank;74641;KÅnzelsau;Deutsche Bank KÅnzelsau;27249;DEUTDESS628;63;042900;U;0;00000000
62080012;1;Commerzbank vormals Dresdner Bank;74005;Heilbronn;Commerzbank Heilbronn;28620;DRESDEFF620;76;005592;U;0;00000000
62080012;2;Commerzbank vormals Dresdner Bank;74148;Neckarsulm;Commerzbank Neckarsulm;28620;;76;005547;U;0;00000000
62090100;1;Volksbank Heilbronn;74026;Heilbronn;Volksbank Heilbronn;96018;GENODES1VHN;10;022297;U;0;00000000
62090100;2;Volksbank Heilbronn;74257;Untereisesheim;Volksbank Heilbronn;96018;;10;018915;U;0;00000000
62090100;2;Volksbank Heilbronn;74199;Untergruppenbach;Volksbank Heilbronn;96018;;10;018917;U;0;00000000
62090100;2;Volksbank Heilbronn;74189;Weinsberg;Volksbank Heilbronn;96018;;10;018949;U;0;00000000
62090100;2;Volksbank Heilbronn;74172;Neckarsulm;Volksbank Heilbronn;96018;;10;021863;U;0;00000000
62090100;2;Volksbank Heilbronn;74206;Bad Wimpfen;Volksbank Heilbronn;96018;;10;053486;U;0;00000000
62090100;2;Volksbank Heilbronn;74177;Bad Friedrichshall;Volksbank Heilbronn;96018;;10;053487;U;0;00000000
62090100;2;Volksbank Heilbronn;74831;Gundelsheim;Volksbank Heilbronn;96018;;10;053537;U;0;00000000
62090100;2;Volksbank Heilbronn;74229;Oedheim;Volksbank Heilbronn;96018;;10;053538;U;0;00000000
62090100;2;Volksbank Heilbronn;74254;Offenau;Volksbank Heilbronn;96018;;10;053539;U;0;00000000
62090100;2;Volksbank Heilbronn (Gf P2);74026;Heilbronn;Volksbank Heilbronn;86018;;10;054362;U;0;00000000
62091400;1;Volksbank Brackenheim-GÅglingen -alt-;74334;Brackenheim;VB Brackenh.-GÅglingen-alt-;96106;GENODES1VBR;10;021679;U;0;00000000
62091400;2;Volksbank Brackenheim-GÅglingen;74397;Pfaffenhofen;VB Brackenheim-GÅglingen;96106;;10;018681;D;0;00000000
62091400;2;Volksbank Brackenheim-GÅglingen;74389;Cleebronn;VB Brackenheim-GÅglingen;96106;;10;019107;D;0;00000000
62091400;2;Volksbank Brackenheim-GÅglingen;74363;GÅglingen;VB Brackenheim-GÅglingen;96106;;10;021408;D;0;00000000
62091400;2;Volksbank Brackenheim-GÅglingen;74374;Zaberfeld;VB Brackenheim-GÅglingen;96106;;10;029840;D;0;00000000
62091400;2;Volksbank Brackenheim-GÅglingen (Gf P2);74334;Brackenheim;VB Brackenheim-GÅglingen;86106;;10;054363;U;0;00000000
62091600;1;Volksbank MîckmÅhl-Neuenstadt;74215;MîckmÅhl;VB MîckmÅhl-Neuenstadt;96140;GENODES1VMN;10;021827;U;0;00000000
62091600;2;Volksbank MîckmÅhl-Neuenstadt;74255;Roigheim;VB MîckmÅhl-Neuenstadt;96140;;10;018706;U;0;00000000
62091600;2;Volksbank MîckmÅhl-Neuenstadt;74196;Neuenstadt am Kocher;VB MîckmÅhl-Neuenstadt;96140;;10;018726;U;0;00000000
62091600;2;Volksbank MîckmÅhl-Neuenstadt;74243;Langenbrettach;VB MîckmÅhl-Neuenstadt;96140;;10;018826;U;0;00000000
62091600;2;Volksbank MîckmÅhl-Neuenstadt;74861;Neudenau;VB MîckmÅhl-Neuenstadt;96140;;10;018848;U;0;00000000
62091600;2;Volksbank MîckmÅhl-Neuenstadt;74259;Widdern;VB MîckmÅhl-Neuenstadt;96140;;10;018975;U;0;00000000
62091600;2;Volksbank MîckmÅhl-Neuenstadt;74249;Jagsthausen;VB MîckmÅhl-Neuenstadt;96140;;10;019039;U;0;00000000
62091600;2;Volksbank MîckmÅhl-Neuenstadt;74239;Hardthausen am Kocher;VB MîckmÅhl-Neuenstadt;96140;;10;019052;U;0;00000000
62091600;2;Volksbank MîckmÅhl-Neuenstadt;74229;Oedheim;VB MîckmÅhl-Neuenstadt;96140;;10;019117;U;0;00000000
62091600;2;Volksbank MîckmÅhl-Neuenstadt (Gf P2);74215;MîckmÅhl;VB MîckmÅhl-Neuenstadt;86140;;10;054364;U;0;00000000
62091800;1;Volksbank Hohenlohe;74613;ôhringen;Volksbank Hohenlohe;96153;GENODES1VHL;10;021952;U;0;00000000
62091800;2;Volksbank Hohenlohe (Gf P2);74613;ôhringen;Volksbank Hohenlohe;86153;;10;054365;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Berlichingen;74214;Schîntal;Volksbank Hohenlohe;96153;;10;021617;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Blaufelden;74572;Blaufelden;Volksbank Hohenlohe;96153;;10;051656;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Bretzfeld;74626;Bretzfeld;Volksbank Hohenlohe;96153;;10;021697;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Dîrzbach;74677;Dîrzbach;Volksbank Hohenlohe;96153;;10;021776;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Forchtenberg;74670;Forchtenberg;Volksbank Hohenlohe;96153;;10;019975;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Gerabronn;74582;Gerabronn;Volksbank Hohenlohe;96153;;10;051657;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Ingelfingen;74653;Ingelfingen;Volksbank Hohenlohe;96153;;10;022154;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Kirchberg;74592;Kirchberg an der Jagst;Volksbank Hohenlohe;96153;;10;020044;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs KÅnzelsau;74653;KÅnzelsau;Volksbank Hohenlohe;96153;;10;031625;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Kupferzell;74635;Kupferzell;Volksbank Hohenlohe;96153;;10;021968;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Langenbeutingen;74243;Langenbrettach;Volksbank Hohenlohe;96153;;10;021985;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Langenburg;74595;Langenburg;Volksbank Hohenlohe;96153;;10;051655;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Mulfingen;74673;Mulfingen;Volksbank Hohenlohe;96153;;10;021855;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Neuenstein;74632;Neuenstein;Volksbank Hohenlohe;96153;;10;021881;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs NeuhÅtten;71543;WÅstenrot;Volksbank Hohenlohe;96153;;10;021891;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Niedernhall;74676;Niedernhall;Volksbank Hohenlohe;96153;;10;021909;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Niederstetten;97996;Niederstetten;Volksbank Hohenlohe;96153;;10;051654;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Pfedelbach;74629;Pfedelbach;Volksbank Hohenlohe;96153;;10;022726;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Rot am See;74585;Rot am See;Volksbank Hohenlohe;96153;;10;051653;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Ruppertshofen;74532;Ilshofen;Volksbank Hohenlohe;96153;;10;020122;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Schrozberg;74575;Schrozberg;Volksbank Hohenlohe;96153;;10;051652;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Waldenburg;74638;Waldenburg;Volksbank Hohenlohe;96153;;10;022342;U;0;00000000
62091800;2;Volksbank Hohenlohe Gs Wei·bach;74679;Wei·bach;Volksbank Hohenlohe;96153;;10;022378;U;0;00000000
